,jia,jin,zhuan,char
4013,11,0,0,羴
4014,0,0,1,婉
4015,0,0,1,啐
4016,17,26,1,京
4017,0,7,1,佃
4018,0,0,1,镵
4019,0,0,1,醉
4020,0,0,1,蹴
4021,0,1,1,盱
4022,1,0,0,婤
4023,0,0,1,懒
4024,0,0,1,觎
4025,0,0,1,坎
4026,0,0,1,鳒
4027,0,0,1,糊
4028,0,0,1,挤
4029,0,0,1,骠
4030,0,0,1,掖
4031,0,0,1,庠
4032,0,2,1,镐
4033,0,0,1,拨
4034,0,0,1,嫄
4035,0,5,1,弭
4036,1,0,0,旂
4037,0,3,1,博
4038,0,0,1,鼐
4039,3,0,0,癹
4040,0,0,1,馓
4041,0,0,1,催
4042,0,0,1,撇
4043,30,25,1,六
4044,24,70,1,保
4045,0,0,1,信
4046,0,0,1,洇
4047,0,0,1,裁
4048,0,0,1,厨
4049,1,0,0,嫀
4050,5,9,1,聿
4051,0,0,1,卬
4052,0,1,0,阔
4053,0,0,1,夥
4054,0,0,1,邺
4055,0,0,1,碑
4056,2,0,0,濿
4057,0,0,1,闹
4058,113,14,1,勿
4059,8,39,1,乃
4060,0,0,1,藻
4061,3,4,1,吹
4062,0,0,1,坻
4063,0,0,1,肿
4064,0,42,1,德
4065,0,0,1,珊
4066,0,0,1,缪
4067,5,40,1,季
4068,0,0,1,烜
4069,0,0,1,笯
4070,7,6,1,郢
4071,0,0,1,桷
4072,0,0,1,蛤
4073,0,0,1,慧
4074,0,0,1,旭
4075,0,5,1,亩
4076,0,2,1,䌹
4077,1,2,1,郑
4078,0,0,1,臑
4079,0,0,1,汧
4080,0,0,1,怕
4081,0,0,1,琲
4082,1,16,1,民
4083,0,0,1,儦
4084,0,2,1,耿
4085,1,9,1,会
4086,5,0,0,狝
4087,0,0,1,彧
4088,0,0,1,炼
4089,0,1,1,夤
4090,0,0,1,菁
4091,37,15,1,乘
4092,0,0,1,鸠
4093,0,0,1,羑
4094,0,0,1,笨
4095,2,0,1,蝠
4096,0,0,1,蛑
4097,0,0,1,顿
4098,0,2,1,讳
4099,0,0,1,酂
4100,177,6,1,从
4101,0,1,1,距
4102,0,0,1,淫
4103,0,3,1,欧
4104,0,0,1,胥
4105,1,0,0,龓
4106,0,0,1,錾
4107,0,26,1,善
4108,0,0,1,趑
4109,84,65,1,马
4110,0,0,1,疱
4111,0,0,1,鲽
4112,1,0,1,霖
4113,0,0,1,仄
4114,70,100,1,父
4115,0,0,1,湍
4116,0,0,1,檀
4117,0,0,1,腾
4118,6,0,1,抑
4119,0,0,1,澥
4120,0,0,1,缩
4121,0,0,1,层
4122,0,0,1,怪
4123,17,3,1,气
4124,0,0,1,炮
4125,0,0,1,褴
4126,0,0,1,晒
4127,0,7,1,铃
4128,1,0,0,埜
4129,0,0,1,毹
4130,0,0,1,什
4131,0,0,1,庑
4132,4,30,1,癸
4133,2,8,1,晨
4134,0,0,1,简
4135,0,1,1,体
4136,0,0,1,诠
4137,0,0,1,鹙
4138,1,0,0,岩
4139,0,0,1,糗
4140,0,41,1,康
4141,0,0,1,枹
4142,6,5,1,相
4143,0,0,1,猩
4144,0,0,1,殁
4145,69,0,1,牝
4146,5,9,1,寇
4147,0,45,1,孝
4148,0,0,1,煴
4149,0,6,1,貉
4150,0,0,1,涟
4151,0,0,1,旖
4152,0,0,1,罾
4153,0,0,1,霆
4154,0,0,1,迁
4155,84,0,0,劦
4156,0,0,1,总
4157,0,1,1,垣
4158,0,0,1,颁
4159,0,2,1,扶
4160,0,0,1,锻
4161,3,0,1,熹
4162,0,0,1,殚
4163,2,3,1,合
4164,0,0,1,霏
4165,0,0,1,渫
4166,0,0,1,蜉
4167,0,0,1,蓐
4168,0,0,1,枇
4169,8,0,0,霝
4170,0,0,1,泫
4171,0,1,1,营
4172,0,1,1,渴
4173,13,4,1,水
4174,0,0,1,溲
4175,75,10,1,兽
4176,0,0,1,缑
4177,0,0,1,殄
4178,0,1,1,筮
4179,1,0,1,尧
4180,0,0,1,谅
4181,0,0,1,倌
4182,43,6,1,祝
4183,0,0,1,阎
4184,0,0,1,醯
4185,11,2,1,退
4186,0,0,1,嫪
4187,0,0,1,嶙
4188,1,1,1,舂
4189,0,0,1,芗
4190,1,135,1,考
4191,0,0,1,羖
4192,10,2,1,教
4193,0,0,1,蒻
4194,0,0,1,试
4195,0,0,1,秀
4196,0,0,1,迥
4197,0,0,1,哺
4198,0,0,1,佣
4199,0,0,1,憬
4200,1,0,0,汒
4201,2,0,1,婪
4202,0,5,1,到
4203,2,0,0,乇
4204,0,0,1,排
4205,0,0,1,窦
4206,0,0,1,樵
4207,0,1,1,昆
4208,0,0,1,呙
4209,0,0,1,咆
4210,0,0,1,趋
4211,15,2,1,衍
4212,21,2,1,沈
4213,0,0,1,训
4214,0,5,0,荆
4215,0,0,1,韶
4216,0,0,1,踊
4217,0,0,1,嵇
4218,0,2,1,要
4219,0,0,1,逊
4220,0,0,1,橘
4221,8,12,1,戍
4222,0,0,1,袢
4223,2,0,1,晶
4224,1,0,1,风
4225,0,0,1,蠹
4226,0,0,1,闪
4227,0,0,1,札
4228,0,0,1,讧
4229,0,7,1,牙
4230,0,0,1,涞
4231,0,0,1,敫
4232,0,0,1,誊
4233,0,0,1,炙
4234,30,58,1,戊
4235,59,2,1,彘
4236,0,0,1,枭
4237,0,0,1,薯
4238,0,0,1,橛
4239,0,0,1,峋
4240,0,0,1,晷
4241,1,2,0,黾
4242,0,0,1,淼
4243,0,0,1,玙
4244,0,0,1,僧
4245,0,0,1,荟
4246,0,0,1,妁
4247,0,0,1,霰
4248,0,0,1,惶
4249,0,0,1,澜
4250,0,0,1,煨
4251,0,0,1,衷
4252,0,5,1,军
4253,0,0,1,奡
4254,0,0,1,陛
4255,1,13,1,更
4256,0,0,1,踦
4257,0,0,1,秧
4258,0,0,1,衽
4259,0,0,1,瓦
4260,0,1,1,熙
4261,4,0,0,陮
4262,0,0,1,碏
4263,0,0,1,帑
4264,2,0,0,霋
4265,0,0,1,耦
4266,1,13,1,呼
4267,0,0,1,哽
4268,0,0,1,婠
4269,2,0,1,邋
4270,13,0,1,杏
4271,0,0,1,迷
4272,0,0,1,辄
4273,0,0,1,阐
4274,0,0,1,欤
4275,0,2,1,幻
4276,1,6,1,在
4277,0,5,1,救
4278,0,0,1,鹞
4279,0,0,1,尥
4280,0,0,1,岊
4281,0,5,1,嗣
4282,0,0,1,碣
4283,0,0,1,菀
4284,0,0,1,扁
4285,0,0,1,涫
4286,0,0,1,刿
4287,2,2,0,弃
4288,9,11,1,删
4289,1,0,0,剐
4290,0,0,1,钺
4291,0,0,1,棱
4292,0,0,1,瘅
4293,0,1,1,睿
4294,0,0,1,詹
4295,46,23,1,召
4296,0,0,1,导
4297,0,0,1,徂
4298,0,0,1,瓢
4299,0,0,1,祚
4300,0,0,1,爆
4301,0,0,1,牖
4302,0,0,1,逯
4303,0,2,1,屈
4304,6,3,1,夷
4305,0,0,1,诡
4306,0,1,1,郓
4307,0,0,1,讷
4308,8,14,1,雩
4309,0,0,1,旱
4310,0,32,1,廷
4311,0,0,1,巍
4312,0,0,1,纵
4313,0,0,1,被
4314,0,0,1,榇
4315,0,0,1,屿
4316,3,0,1,粪
4317,0,0,1,祧
4318,0,12,1,驹
4319,0,0,1,箬
4320,0,2,1,然
4321,0,0,1,钗
4322,37,10,1,祭
4323,0,0,1,馆
4324,0,0,1,颓
4325,0,0,1,洽
4326,0,0,1,咽
4327,0,0,1,蝘
4328,0,0,1,荞
4329,0,4,1,骉
4330,0,0,1,鳖
4331,0,0,1,窜
4332,0,0,1,荦
4333,0,0,1,虏
4334,44,1,1,齿
4335,0,84,1,皇
4336,0,0,1,宽
4337,34,78,1,女
4338,0,0,1,砀
4339,0,0,1,稂
4340,0,0,1,妓
4341,0,0,1,骁
4342,0,0,1,旻
4343,2,2,1,鲧
4344,0,0,1,谊
4345,0,0,1,坥
4346,0,0,1,侣
4347,0,0,1,耽
4348,0,0,1,芄
4349,0,0,1,琫
4350,0,2,1,减
4351,0,0,1,潜
4352,0,0,1,罩
4353,0,0,1,短
4354,0,0,1,茵
4355,0,0,1,驻
4356,0,0,1,孩
4357,1,5,1,燮
4358,0,0,1,洺
4359,1,0,1,亭
4360,0,8,1,祗
4361,0,1,1,矣
4362,0,0,1,腯
4363,49,0,1,兕
4364,0,0,1,划
4365,0,0,1,涑
4366,0,0,1,疣
4367,0,0,1,霎
4368,0,3,1,县
4369,1,0,0,玨
4370,1,47,1,唯
4371,0,0,1,妭
4372,6,7,1,而
4373,15,0,0,鑪
4374,0,0,1,谮
4375,0,0,1,矿
4376,0,0,1,襁
4377,0,0,1,状
4378,0,0,1,挨
4379,0,0,1,衒
4380,1,0,1,僚
4381,0,1,1,锊
4382,0,0,1,弥
4383,0,0,1,韬
4384,0,0,1,倡
4385,0,1,1,延
4386,2,0,0,夆
4387,73,2,1,羽
4388,0,1,1,茅
4389,0,4,1,刑
4390,0,0,1,缡
4391,42,0,1,刍
4392,21,17,1,客
4393,9,1,1,尽
4394,0,0,1,挫
4395,0,0,1,幡
4396,0,0,1,茀
4397,0,3,1,鄂
4398,0,0,1,塔
4399,0,0,1,尉
4400,21,0,1,悖
4401,5,0,1,树
4402,0,0,1,缎
4403,2,0,1,骊
4404,0,0,1,鼢
4405,0,2,1,仔
4406,1,0,0,皀
4407,0,0,1,羟
4408,0,0,1,韧
4409,0,0,1,销
4410,0,0,1,全
4411,0,0,1,浍
4412,0,0,1,瘕
4413,0,0,1,籍
4414,12,4,1,析
4415,0,0,1,苾
4416,0,4,1,赏
4417,0,0,1,辎
4418,0,0,1,霉
4419,0,0,1,谟
4420,0,0,1,髽
4421,0,3,1,重
4422,0,0,1,颗
4423,0,0,1,悝
4424,0,2,1,迮
4425,0,0,1,贡
4426,0,0,1,滥
4427,0,0,1,迎
4428,0,0,1,则
4429,0,0,1,窘
4430,0,0,1,蛇
4431,0,0,1,苌
4432,0,0,1,蒸
4433,0,0,1,价
4434,0,0,1,瑗
4435,0,0,1,庾
4436,0,1,1,谋
4437,0,5,1,节
4438,0,0,1,扪
4439,0,9,1,敔
4440,0,0,1,谝
4441,0,0,1,汩
4442,0,0,1,扼
4443,0,0,1,鲏
4444,0,0,1,窈
4445,0,0,1,蛭
4446,0,0,1,锱
4447,36,156,1,永
4448,0,0,1,烟
4449,0,0,1,蠢
4450,0,0,1,愐
4451,48,22,1,降
4452,0,0,1,梭
4453,0,0,1,翳
4454,0,0,1,低
4455,16,0,0,寑
4456,0,0,1,钊
4457,0,0,1,砧
4458,7,0,0,羁
4459,0,0,1,坊
4460,0,0,1,胧
4461,0,0,1,访
4462,0,0,1,饶
4463,0,0,1,牂
4464,0,23,1,荣
4465,0,0,1,把
4466,0,0,1,㧑
4467,0,0,1,澶
4468,0,0,1,勍
4469,0,0,1,鸮
4470,0,0,1,雅
4471,0,0,1,揆
4472,0,0,1,撷
4473,1,0,0,蒚
4474,0,0,1,煌
4475,0,0,1,馨
4476,0,0,1,刺
4477,1,2,1,祠
4478,1,0,1,刃
4479,0,0,1,楷
4480,0,0,1,缌
4481,0,0,1,瞵
4482,1,0,0,帀
4483,0,0,1,矜
4484,0,0,1,呱
4485,1,0,0,姈
4486,0,0,1,纽
4487,90,39,1,它
4488,0,0,1,簪
4489,0,0,1,蒌
4490,0,0,1,珉
4491,1,0,1,贪
4492,0,0,1,鹳
4493,0,0,1,氾
4494,0,0,1,镝
4495,0,2,1,遄
4496,2,2,1,队
4497,5,3,1,目
4498,0,0,1,傥
4499,0,0,1,遍
4500,0,0,1,炅
4501,4,0,0,叟
4502,0,0,1,躯
4503,0,0,1,痴
4504,0,0,1,黇
4505,0,0,1,蘘
4506,38,0,0,匚
4507,0,11,1,颂
4508,198,0,1,于
4509,97,7,1,牛
4510,1,1,1,问
4511,10,41,1,友
4512,3,0,1,畋
4513,6,3,0,川
4514,1,0,0,沁
4515,0,0,1,代
4516,0,0,1,姤
4517,0,0,1,窗
4518,0,0,1,竣
4519,0,0,1,拮
4520,0,0,1,羯
4521,0,0,1,健
4522,0,0,1,麒
4523,0,0,1,骚
4524,4,3,0,兑
4525,0,0,1,羸
4526,0,0,1,掾
4527,0,0,1,茂
4528,0,0,1,穜
4529,0,7,1,禽
4530,0,0,1,湑
4531,0,1,1,社
4532,0,0,1,畤
4533,0,0,1,甑
4534,0,14,1,陈
4535,1,17,1,裘
4536,0,0,1,授
4537,0,0,1,鞴
4538,2,1,1,竹
4539,0,0,1,芹
4540,0,0,1,慰
4541,0,0,1,谄
4542,0,38,1,丐
4543,0,0,1,涸
4544,11,6,1,妹
4545,0,0,1,盈
4546,0,0,1,镫
4547,12,17,0,妥
4548,0,0,1,拔
4549,0,0,1,鲐
4550,0,0,1,蒹
4551,0,0,1,筋
4552,2,0,0,倗
4553,0,2,1,堵
4554,0,0,1,摧
4555,0,0,1,垕
4556,0,0,1,楣
4557,1,0,0,嬉
4558,270,80,1,王
4559,0,1,1,早
4560,0,0,1,芪
4561,0,0,1,恿
4562,0,0,1,怼
4563,0,0,1,琎
4564,174,42,1,福
4565,0,0,1,杰
4566,0,0,1,超
4567,0,0,1,瑬
4568,84,71,1,正
4569,60,29,0,宫
4570,21,0,0,雷
4571,9,52,1,天
4572,0,0,1,僇
4573,1,0,0,媕
4574,1,0,0,獘
4575,0,19,1,槃
4576,0,4,1,原
4577,15,0,1,享
4578,0,0,1,梴
4579,0,88,1,无
4580,0,0,1,珇
4581,0,0,1,浥
4582,0,0,1,记
4583,0,0,1,缣
4584,0,0,1,埤
4585,2,0,1,席
4586,0,9,1,姑
4587,0,0,1,沛
4588,2,0,1,欠
4589,0,0,1,贷
4590,0,0,1,姣
4591,0,0,1,螳
4592,1,0,0,徲
4593,0,1,1,诞
4594,0,0,1,奓
4595,0,0,1,芑
4596,0,0,1,躬
4597,17,0,1,蛊
4598,0,0,1,了
4599,3,4,1,甘
4600,19,0,1,火
4601,0,0,1,阙
4602,0,0,1,柢
4603,3,3,1,戒
4604,0,0,1,波
4605,0,0,1,胠
4606,0,0,1,笾
4607,0,0,1,戴
4608,0,13,1,虔
4609,1,6,1,承
4610,0,0,1,饵
4611,0,2,1,径
4612,1,0,1,盗
4613,0,0,1,佚
4614,0,0,1,怆
4615,0,0,1,蝮
4616,0,0,1,鲡
4617,0,0,1,理
4618,0,0,1,窨
4619,2,0,1,濩
4620,0,0,1,狠
4621,0,0,1,拟
4622,23,0,1,泳
4623,0,0,1,彬
4624,0,0,1,耕
4625,0,0,1,邶
4626,0,0,1,闺
4627,0,8,1,婚
4628,140,3,1,贞
4629,0,0,1,废
4630,0,0,1,缮
4631,0,10,1,守
4632,0,0,1,舒
4633,0,7,0,较
4634,0,0,1,个
4635,0,0,1,钝
4636,0,0,1,挈
4637,0,0,1,糇
4638,0,0,1,怛
4639,0,0,1,蜡
4640,0,0,1,翘
4641,0,2,1,敕
4642,0,0,1,颡
4643,6,2,1,采
4644,13,25,1,夫
4645,1,1,1,逢
4646,0,0,1,痫
4647,2,0,0,貣
4648,0,0,1,羲
4649,0,0,1,缔
4650,1,13,1,卑
4651,1,0,0,秬
4652,0,0,1,蚬
4653,0,0,1,捻
4654,0,0,1,灏
4655,0,1,1,迈
4656,15,6,1,宿
4657,0,3,1,逸
4658,0,0,1,荏
4659,0,0,1,溟
4660,0,0,1,挡
4661,4,0,1,湿
4662,1,0,1,涛
4663,0,0,1,嵩
4664,0,0,1,洁
4665,0,3,1,瓶
4666,0,0,1,鹜
4667,0,0,1,稚
4668,0,0,1,洌
4669,0,0,1,钓
4670,0,0,1,蹑
4671,0,0,1,曙
4672,0,0,1,讻
4673,103,42,1,宗
4674,0,0,1,冠
4675,0,0,1,琰
4676,0,0,1,荪
4677,0,5,1,哀
4678,1,0,0,湏
4679,0,0,1,焆
4680,0,1,1,逃
4681,1,0,1,苴
4682,0,1,1,缄
4683,0,0,1,漆
4684,0,9,1,恤
4685,0,0,1,纡
4686,0,0,1,鲢
4687,0,0,1,赭
4688,0,0,1,颖
4689,0,0,1,谀
4690,0,0,1,狡
4691,0,0,1,展
4692,0,0,1,磕
4693,0,0,1,鄗
4694,5,70,1,壶
4695,0,0,1,沿
4696,0,0,1,铣
4697,0,0,1,狗
4698,0,0,1,杪
4699,0,0,1,爝
4700,0,1,1,鄘
4701,0,0,1,馗
4702,0,0,1,骖
4703,0,0,1,隺
4704,0,0,1,裳
4705,0,0,1,蟹
4706,0,0,1,犨
4707,0,0,1,恽
4708,2,0,1,避
4709,1,3,1,旁
4710,0,0,1,穴
4711,0,0,1,收
4712,0,0,1,谲
4713,0,0,1,槊
4714,0,0,1,塾
4715,0,0,1,讽
4716,0,6,1,戏
4717,0,0,1,馘
4718,1,12,0,晋
4719,0,0,1,踣
4720,16,0,1,婀
4721,1,0,0,孼
4722,10,12,1,竞
4723,0,0,1,疗
4724,0,0,1,鹬
4725,0,4,1,诲
4726,0,0,1,境
4727,0,1,1,船
4728,16,40,0,各
4729,0,0,1,唇
4730,0,0,1,俯
4731,1,0,1,秝
4732,0,0,1,睦
4733,0,0,1,逝
4734,5,0,1,奭
4735,0,0,1,调
4736,0,0,1,埵
4737,0,0,1,葎
4738,1,10,1,醴
4739,0,0,1,垩
4740,1,0,1,微
4741,0,0,1,瓻
4742,11,0,1,庞
4743,0,0,1,恳
4744,0,0,1,缰
4745,0,0,1,帘
4746,2,0,1,舆
4747,1,2,1,使
4748,0,2,1,寒
4749,0,0,1,沧
4750,0,0,1,轩
4751,0,0,1,凑
